First process instance # in stats,1
Last process instance # in stats,1000

Resource utilization
Resource,Utilization %
Automated Service,QBP_SERVICE_RESOURCE_ID,0
Kitchen,Id_bfc2d939-c429-48b5-b575-7652c3a801db,35
Waiter,Id_0cd7ecec-4d99-4a53-b7ba-cee489b563dd,34

Individual task statistics
Name,Avg duration,Min duration,Max duration,Total duration,Avg waiting time,Min waiting time,Max waiting time,Total waiting time,Avg idle time,Min idle time,Max idle time,Total idle time,Avg cost,Min cost,Max cost,Total cost,Avg cost over thresh,Min cost over thresh,Max cost over thresh,Total cost over thresh,Avg duration over thresh,Min duration over thresh,Max duration over thresh,Total duration over thresh,Count,
Bring food to the table,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_1da1d9dd-f693-4ef3-bbb4-411fbeb7db0e,60.0,60.0,60.0,71400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18333333333333554,0.18333333333333332,0.18333333333333332,218.1666666666693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190
Check reservation,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_f36f6225-18f0-48a3-9400-1081b12b212c,10.0,10.0,10.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03055555555555518,0.030555555555555555,0.030555555555555555,30.55555555555518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
Client arrived,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_af858f63-2c0c-4e92-aaf8-d644df788412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
Does the client have a reservation?,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_d1922627-95e6-42c8-b9c0-491b658d4347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
Does the client want more food?,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_ce4379db-b36a-4b8e-b66a-fe774890d689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190
EVENT 4 END,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_40ef6162-f54f-46b9-a4ed-d43e945aaa14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
Find a table,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_40cefe21-20ad-4d59-b6b6-78fcea44364d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513
Find reservation,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_a73f47da-2d20-4b99-bb27-cbe4a3f4a28b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487
Free the table,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_731247c1-50d2-4b66-b1ea-9850c65a1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
GATEWAY 1 OR,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_6ac465bb-a093-4d9f-afdd-1159269e42ec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190
GATEWAY 2 XOR,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_afbd5761-33bc-4356-928c-316d683a4d20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
GATEWAY 5 XOR,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_c0f731a4-3c51-47b2-80d0-d5f73ed027e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190
GATEWAY 7 OR,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_5af539a4-ec84-48ca-8593-e5a0fc28a708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190
Gather desserts,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_ecea4d31-e844-4d0a-afa2-2e3bec58b3e4,20.0,20.0,20.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.5999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
Gather drinks,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_51f9ea21-4f47-4cad-b124-cab5ddc34cd9,15.0,15.0,15.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050000000000000024,0.05,0.05,1.6000000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
Handle order,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_63c16279-e40e-42cf-b7d5-427872291064,15.0,15.0,15.0,2850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190
Prepare bill,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_8c0969f7-1385-4337-9a12-c0e8fa7e3a6f,60.0,60.0,60.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18333333333333524,0.18333333333333332,0.18333333333333332,183.33333333333525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
Prepare food,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_a55147f1-68da-40cb-81bb-2e2fb48e0577,400.0,400.0,400.0,71200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333366,1.3333333333333333,1.3333333333333333,237.3333333333339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178
Read table number,Id_15f79c94-06a0-44e6-9791-c7d92671555c.Id_47a2c419-8a8d-45d7-89a4-fd251670d60a,5.0,5.0,5.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01527777777777759,0.015277777777777777,0.015277777777777777,15.27777777777759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000

Scenario statistics
KPI,Min,Average,Max
Process Cycle Time (s),135.0,220.66,1560.0
Process Cycle Time excluding out of timetable hours (s),135.0,220.66,1560.0
Process Waiting Time (s),0.0,0.0,0.0
Accumulated Process Duration (s),135.0,221.41,1580.0
Cost,0.4125,0.6973666666666777,5.179166666666667


Process Cycle Time (s) distribution
From,To,Count
135,277,849
278,420,0
421,563,0
564,706,127
707,849,0
850,992,0
993,1135,20
1136,1278,1
1279,1421,0
1422,1564,3

Process Waiting Time (s) distribution
From,To,Count
0,-1,1000
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0

Accumulated Process Duration (s) distribution
From,To,Count
135,279,849
280,424,0
425,569,0
570,714,127
715,859,0
860,1004,0
1005,1149,20
1150,1294,1
1295,1439,0
1440,1584,3

Process Cost distribution
From,To,Count
0,0,849
1,1,127
2,2,0
3,3,21
4,4,3
5,5,0
6,6,0
7,7,0
8,8,0
9,9,0

In-timetable Cycle time (s) distribution
From,To,Count
135,277,849
278,420,0
421,563,0
564,706,127
707,849,0
850,992,0
993,1135,20
1136,1278,1
1279,1421,0
1422,1564,3



Details
Instance #,Cycle time (s),Cycle time in time table only (s),Waiting time (s),Cost
1,705.0,705.0,0.0,2.2791666666666663
2,135.0,135.0,0.0,0.4125
3,135.0,135.0,0.0,0.4125
4,135.0,135.0,0.0,0.4125
5,135.0,135.0,0.0,0.4125
6,610.0,610.0,0.0,1.9791666666666665
7,135.0,135.0,0.0,0.4125
8,135.0,135.0,0.0,0.4125
9,135.0,135.0,0.0,0.4125
10,135.0,135.0,0.0,0.4125
11,135.0,135.0,0.0,0.4125
12,135.0,135.0,0.0,0.4125
13,135.0,135.0,0.0,0.4125
14,135.0,135.0,0.0,0.4125
15,135.0,135.0,0.0,0.4125
16,135.0,135.0,0.0,0.4125
17,135.0,135.0,0.0,0.4125
18,135.0,135.0,0.0,0.4125
19,135.0,135.0,0.0,0.4125
20,135.0,135.0,0.0,0.4125
21,135.0,135.0,0.0,0.4125
22,135.0,135.0,0.0,0.4125
23,135.0,135.0,0.0,0.4125
24,135.0,135.0,0.0,0.4125
25,135.0,135.0,0.0,0.4125
26,610.0,610.0,0.0,1.9791666666666665
27,135.0,135.0,0.0,0.4125
28,135.0,135.0,0.0,0.4125
29,135.0,135.0,0.0,0.4125
30,135.0,135.0,0.0,0.4125
31,135.0,135.0,0.0,0.4125
32,610.0,610.0,0.0,1.9791666666666665
33,135.0,135.0,0.0,0.4125
34,135.0,135.0,0.0,0.4125
35,135.0,135.0,0.0,0.4125
36,135.0,135.0,0.0,0.4125
37,135.0,135.0,0.0,0.4125
38,135.0,135.0,0.0,0.4125
39,135.0,135.0,0.0,0.4125
40,610.0,610.0,0.0,1.9791666666666665
41,135.0,135.0,0.0,0.4125
42,610.0,610.0,0.0,1.9791666666666665
43,135.0,135.0,0.0,0.4125
44,135.0,135.0,0.0,0.4125
45,135.0,135.0,0.0,0.4125
46,135.0,135.0,0.0,0.4125
47,135.0,135.0,0.0,0.4125
48,1085.0,1085.0,0.0,3.5458333333333325
49,135.0,135.0,0.0,0.4125
50,1085.0,1085.0,0.0,3.6125
51,135.0,135.0,0.0,0.4125
52,610.0,610.0,0.0,2.0291666666666663
53,135.0,135.0,0.0,0.4125
54,135.0,135.0,0.0,0.4125
55,135.0,135.0,0.0,0.4125
56,135.0,135.0,0.0,0.4125
57,135.0,135.0,0.0,0.4125
58,135.0,135.0,0.0,0.4125
59,135.0,135.0,0.0,0.4125
60,610.0,610.0,0.0,1.9791666666666665
61,135.0,135.0,0.0,0.4125
62,135.0,135.0,0.0,0.4125
63,610.0,610.0,0.0,1.9791666666666665
64,135.0,135.0,0.0,0.4125
65,610.0,610.0,0.0,1.9791666666666665
66,610.0,610.0,0.0,1.9791666666666665
67,135.0,135.0,0.0,0.4125
68,135.0,135.0,0.0,0.4125
69,135.0,135.0,0.0,0.4125
70,135.0,135.0,0.0,0.4125
71,135.0,135.0,0.0,0.4125
72,135.0,135.0,0.0,0.4125
73,135.0,135.0,0.0,0.4125
74,135.0,135.0,0.0,0.4125
75,135.0,135.0,0.0,0.4125
76,610.0,610.0,0.0,2.0458333333333334
77,135.0,135.0,0.0,0.4125
78,135.0,135.0,0.0,0.4125
79,135.0,135.0,0.0,0.4125
80,135.0,135.0,0.0,0.4125
81,135.0,135.0,0.0,0.4125
82,610.0,610.0,0.0,1.9791666666666665
83,610.0,610.0,0.0,1.9791666666666665
84,135.0,135.0,0.0,0.4125
85,135.0,135.0,0.0,0.4125
86,135.0,135.0,0.0,0.4125
87,135.0,135.0,0.0,0.4125
88,135.0,135.0,0.0,0.4125
89,135.0,135.0,0.0,0.4125
90,135.0,135.0,0.0,0.4125
91,135.0,135.0,0.0,0.4125
92,135.0,135.0,0.0,0.4125
93,610.0,610.0,0.0,1.9791666666666665
94,135.0,135.0,0.0,0.4125
95,610.0,610.0,0.0,1.9791666666666665
96,610.0,610.0,0.0,1.9791666666666665
97,610.0,610.0,0.0,1.9791666666666665
98,610.0,610.0,0.0,2.0458333333333334
99,135.0,135.0,0.0,0.4125
100,135.0,135.0,0.0,0.4125
101,135.0,135.0,0.0,0.4125
102,135.0,135.0,0.0,0.4125
103,135.0,135.0,0.0,0.4125
104,135.0,135.0,0.0,0.4125
105,135.0,135.0,0.0,0.4125
106,135.0,135.0,0.0,0.4125
107,610.0,610.0,0.0,2.0458333333333334
108,135.0,135.0,0.0,0.4125
109,135.0,135.0,0.0,0.4125
110,610.0,610.0,0.0,1.9791666666666665
111,135.0,135.0,0.0,0.4125
112,135.0,135.0,0.0,0.4125
113,135.0,135.0,0.0,0.4125
114,135.0,135.0,0.0,0.4125
115,135.0,135.0,0.0,0.4125
116,135.0,135.0,0.0,0.4125
117,135.0,135.0,0.0,0.4125
118,135.0,135.0,0.0,0.4125
119,135.0,135.0,0.0,0.4125
120,135.0,135.0,0.0,0.4125
121,135.0,135.0,0.0,0.4125
122,135.0,135.0,0.0,0.4125
123,135.0,135.0,0.0,0.4125
124,135.0,135.0,0.0,0.4125
125,135.0,135.0,0.0,0.4125
126,135.0,135.0,0.0,0.4125
127,135.0,135.0,0.0,0.4125
128,135.0,135.0,0.0,0.4125
129,225.0,225.0,0.0,0.6958333333333333
130,135.0,135.0,0.0,0.4125
131,1175.0,1175.0,0.0,3.8291666666666657
132,135.0,135.0,0.0,0.4125
133,610.0,610.0,0.0,2.0458333333333334
134,1085.0,1085.0,0.0,3.5458333333333325
135,610.0,610.0,0.0,1.9791666666666665
136,135.0,135.0,0.0,0.4125
137,135.0,135.0,0.0,0.4125
138,135.0,135.0,0.0,0.4125
139,1560.0,1560.0,0.0,5.179166666666667
140,135.0,135.0,0.0,0.4125
141,135.0,135.0,0.0,0.4125
142,135.0,135.0,0.0,0.4125
143,135.0,135.0,0.0,0.4125
144,135.0,135.0,0.0,0.4125
145,610.0,610.0,0.0,1.9791666666666665
146,135.0,135.0,0.0,0.4125
147,135.0,135.0,0.0,0.4125
148,135.0,135.0,0.0,0.4125
149,135.0,135.0,0.0,0.4125
150,135.0,135.0,0.0,0.4125
151,135.0,135.0,0.0,0.4125
152,135.0,135.0,0.0,0.4125
153,135.0,135.0,0.0,0.4125
154,135.0,135.0,0.0,0.4125
155,135.0,135.0,0.0,0.4125
156,135.0,135.0,0.0,0.4125
157,610.0,610.0,0.0,1.9791666666666665
158,135.0,135.0,0.0,0.4125
159,135.0,135.0,0.0,0.4125
160,135.0,135.0,0.0,0.4125
161,610.0,610.0,0.0,2.0291666666666663
162,135.0,135.0,0.0,0.4125
163,135.0,135.0,0.0,0.4125
164,135.0,135.0,0.0,0.4125
165,610.0,610.0,0.0,1.9791666666666665
166,135.0,135.0,0.0,0.4125
167,135.0,135.0,0.0,0.4125
168,610.0,610.0,0.0,1.9791666666666665
169,135.0,135.0,0.0,0.4125
170,135.0,135.0,0.0,0.4125
171,135.0,135.0,0.0,0.4125
172,135.0,135.0,0.0,0.4125
173,135.0,135.0,0.0,0.4125
174,135.0,135.0,0.0,0.4125
175,135.0,135.0,0.0,0.4125
176,135.0,135.0,0.0,0.4125
177,1085.0,1085.0,0.0,3.5458333333333325
178,135.0,135.0,0.0,0.4125
179,135.0,135.0,0.0,0.4125
180,135.0,135.0,0.0,0.4125
181,135.0,135.0,0.0,0.4125
182,135.0,135.0,0.0,0.4125
183,135.0,135.0,0.0,0.4125
184,135.0,135.0,0.0,0.4125
185,135.0,135.0,0.0,0.4125
186,135.0,135.0,0.0,0.4125
187,135.0,135.0,0.0,0.4125
188,135.0,135.0,0.0,0.4125
189,135.0,135.0,0.0,0.4125
190,135.0,135.0,0.0,0.4125
191,135.0,135.0,0.0,0.4125
192,1085.0,1085.0,0.0,3.5958333333333328
193,135.0,135.0,0.0,0.4125
194,135.0,135.0,0.0,0.4125
195,135.0,135.0,0.0,0.4125
196,610.0,610.0,0.0,1.9791666666666665
197,135.0,135.0,0.0,0.4125
198,135.0,135.0,0.0,0.4125
199,135.0,135.0,0.0,0.4125
200,135.0,135.0,0.0,0.4125
201,610.0,610.0,0.0,2.0291666666666663
202,135.0,135.0,0.0,0.4125
203,135.0,135.0,0.0,0.4125
204,135.0,135.0,0.0,0.4125
205,135.0,135.0,0.0,0.4125
206,135.0,135.0,0.0,0.4125
207,135.0,135.0,0.0,0.4125
208,610.0,610.0,0.0,1.9791666666666665
209,135.0,135.0,0.0,0.4125
210,610.0,610.0,0.0,2.0458333333333334
211,135.0,135.0,0.0,0.4125
212,135.0,135.0,0.0,0.4125
213,135.0,135.0,0.0,0.4125
214,135.0,135.0,0.0,0.4125
215,610.0,610.0,0.0,1.9791666666666665
216,135.0,135.0,0.0,0.4125
217,610.0,610.0,0.0,1.9791666666666665
218,135.0,135.0,0.0,0.4125
219,135.0,135.0,0.0,0.4125
220,1085.0,1085.0,0.0,3.5458333333333325
221,135.0,135.0,0.0,0.4125
222,610.0,610.0,0.0,2.0458333333333334
223,135.0,135.0,0.0,0.4125
224,135.0,135.0,0.0,0.4125
225,135.0,135.0,0.0,0.4125
226,135.0,135.0,0.0,0.4125
227,135.0,135.0,0.0,0.4125
228,135.0,135.0,0.0,0.4125
229,135.0,135.0,0.0,0.4125
230,135.0,135.0,0.0,0.4125
231,135.0,135.0,0.0,0.4125
232,135.0,135.0,0.0,0.4125
233,135.0,135.0,0.0,0.4125
234,610.0,610.0,0.0,1.9791666666666665
235,135.0,135.0,0.0,0.4125
236,610.0,610.0,0.0,2.0291666666666663
237,135.0,135.0,0.0,0.4125
238,135.0,135.0,0.0,0.4125
239,135.0,135.0,0.0,0.4125
240,135.0,135.0,0.0,0.4125
241,135.0,135.0,0.0,0.4125
242,135.0,135.0,0.0,0.4125
243,610.0,610.0,0.0,1.9791666666666665
244,135.0,135.0,0.0,0.4125
245,135.0,135.0,0.0,0.4125
246,135.0,135.0,0.0,0.4125
247,135.0,135.0,0.0,0.4125
248,135.0,135.0,0.0,0.4125
249,135.0,135.0,0.0,0.4125
250,135.0,135.0,0.0,0.4125
251,135.0,135.0,0.0,0.4125
252,135.0,135.0,0.0,0.4125
253,135.0,135.0,0.0,0.4125
254,610.0,610.0,0.0,1.9791666666666665
255,135.0,135.0,0.0,0.4125
256,610.0,610.0,0.0,2.0291666666666663
257,135.0,135.0,0.0,0.4125
258,135.0,135.0,0.0,0.4125
259,135.0,135.0,0.0,0.4125
260,135.0,135.0,0.0,0.4125
261,135.0,135.0,0.0,0.4125
262,135.0,135.0,0.0,0.4125
263,135.0,135.0,0.0,0.4125
264,135.0,135.0,0.0,0.4125
265,135.0,135.0,0.0,0.4125
266,135.0,135.0,0.0,0.4125
267,135.0,135.0,0.0,0.4125
268,135.0,135.0,0.0,0.4125
269,135.0,135.0,0.0,0.4125
270,135.0,135.0,0.0,0.4125
271,135.0,135.0,0.0,0.4125
272,135.0,135.0,0.0,0.4125
273,135.0,135.0,0.0,0.4125
274,135.0,135.0,0.0,0.4125
275,135.0,135.0,0.0,0.4125
276,135.0,135.0,0.0,0.4125
277,135.0,135.0,0.0,0.4125
278,610.0,610.0,0.0,1.9791666666666665
279,135.0,135.0,0.0,0.4125
280,135.0,135.0,0.0,0.4125
281,135.0,135.0,0.0,0.4125
282,135.0,135.0,0.0,0.4125
283,135.0,135.0,0.0,0.4125
284,135.0,135.0,0.0,0.4125
285,135.0,135.0,0.0,0.4125
286,135.0,135.0,0.0,0.4125
287,135.0,135.0,0.0,0.4125
288,135.0,135.0,0.0,0.4125
289,135.0,135.0,0.0,0.4125
290,135.0,135.0,0.0,0.4125
291,135.0,135.0,0.0,0.4125
292,135.0,135.0,0.0,0.4125
293,135.0,135.0,0.0,0.4125
294,610.0,610.0,0.0,1.9791666666666665
295,135.0,135.0,0.0,0.4125
296,610.0,610.0,0.0,1.9791666666666665
297,135.0,135.0,0.0,0.4125
298,135.0,135.0,0.0,0.4125
299,610.0,610.0,0.0,1.9791666666666665
300,135.0,135.0,0.0,0.4125
301,1085.0,1085.0,0.0,3.5458333333333325
302,610.0,610.0,0.0,1.9791666666666665
303,135.0,135.0,0.0,0.4125
304,135.0,135.0,0.0,0.4125
305,135.0,135.0,0.0,0.4125
306,135.0,135.0,0.0,0.4125
307,135.0,135.0,0.0,0.4125
308,135.0,135.0,0.0,0.4125
309,610.0,610.0,0.0,2.0458333333333334
310,135.0,135.0,0.0,0.4125
311,135.0,135.0,0.0,0.4125
312,135.0,135.0,0.0,0.4125
313,135.0,135.0,0.0,0.4125
314,135.0,135.0,0.0,0.4125
315,135.0,135.0,0.0,0.4125
316,135.0,135.0,0.0,0.4125
317,135.0,135.0,0.0,0.4125
318,135.0,135.0,0.0,0.4125
319,135.0,135.0,0.0,0.4125
320,135.0,135.0,0.0,0.4125
321,135.0,135.0,0.0,0.4125
322,135.0,135.0,0.0,0.4125
323,135.0,135.0,0.0,0.4125
324,610.0,610.0,0.0,1.9791666666666665
325,610.0,610.0,0.0,2.0291666666666663
326,610.0,610.0,0.0,2.0458333333333334
327,230.0,230.0,0.0,0.7625
328,610.0,610.0,0.0,1.9791666666666665
329,135.0,135.0,0.0,0.4125
330,135.0,135.0,0.0,0.4125
331,135.0,135.0,0.0,0.4125
332,135.0,135.0,0.0,0.4125
333,610.0,610.0,0.0,2.0458333333333334
334,135.0,135.0,0.0,0.4125
335,135.0,135.0,0.0,0.4125
336,135.0,135.0,0.0,0.4125
337,135.0,135.0,0.0,0.4125
338,135.0,135.0,0.0,0.4125
339,135.0,135.0,0.0,0.4125
340,610.0,610.0,0.0,1.9791666666666665
341,135.0,135.0,0.0,0.4125
342,135.0,135.0,0.0,0.4125
343,135.0,135.0,0.0,0.4125
344,135.0,135.0,0.0,0.4125
345,135.0,135.0,0.0,0.4125
346,135.0,135.0,0.0,0.4125
347,135.0,135.0,0.0,0.4125
348,135.0,135.0,0.0,0.4125
349,135.0,135.0,0.0,0.4125
350,610.0,610.0,0.0,1.9791666666666665
351,135.0,135.0,0.0,0.4125
352,135.0,135.0,0.0,0.4125
353,135.0,135.0,0.0,0.4125
354,135.0,135.0,0.0,0.4125
355,135.0,135.0,0.0,0.4125
356,135.0,135.0,0.0,0.4125
357,135.0,135.0,0.0,0.4125
358,135.0,135.0,0.0,0.4125
359,135.0,135.0,0.0,0.4125
360,135.0,135.0,0.0,0.4125
361,135.0,135.0,0.0,0.4125
362,135.0,135.0,0.0,0.4125
363,135.0,135.0,0.0,0.4125
364,610.0,610.0,0.0,1.9791666666666665
365,135.0,135.0,0.0,0.4125
366,135.0,135.0,0.0,0.4125
367,135.0,135.0,0.0,0.4125
368,610.0,610.0,0.0,1.9791666666666665
369,135.0,135.0,0.0,0.4125
370,135.0,135.0,0.0,0.4125
371,135.0,135.0,0.0,0.4125
372,135.0,135.0,0.0,0.4125
373,135.0,135.0,0.0,0.4125
374,135.0,135.0,0.0,0.4125
375,135.0,135.0,0.0,0.4125
376,135.0,135.0,0.0,0.4125
377,135.0,135.0,0.0,0.4125
378,135.0,135.0,0.0,0.4125
379,135.0,135.0,0.0,0.4125
380,610.0,610.0,0.0,1.9791666666666665
381,135.0,135.0,0.0,0.4125
382,610.0,610.0,0.0,2.0291666666666663
383,1085.0,1085.0,0.0,3.5458333333333325
384,135.0,135.0,0.0,0.4125
385,135.0,135.0,0.0,0.4125
386,135.0,135.0,0.0,0.4125
387,135.0,135.0,0.0,0.4125
388,135.0,135.0,0.0,0.4125
389,135.0,135.0,0.0,0.4125
390,135.0,135.0,0.0,0.4125
391,135.0,135.0,0.0,0.4125
392,135.0,135.0,0.0,0.4125
393,135.0,135.0,0.0,0.4125
394,135.0,135.0,0.0,0.4125
